text,intent,slot
kindly put the pc to sleep ty,sleep_pc,
"ok, open Calculator then open Spotify",multi_intent,Calculator;Spotify
would you start command cargo build when you can,run_command,cargo build
kindly open my os lab project right now,open_project,OS Lab
yo rename the Work folder.,rename_folder,Work
quickly google how to center a div please,search_web,how to center a div
kindly what's the weather today if possible,general_chat,
would you launch Notepad for me.,open_app,Notepad
"so, open settings now",open_settings,
"so, go to github.com",open_url,github.com
bro what do you think of movie recommender.,general_chat,
please move lab_manual.txt to another folder lol...,move_file,lab_manual.txt
pls load photoshop for me.,open_app,Photoshop
quickly put the pc to sleep right now!!,sleep_pc,
can you explain Photoshop if possible,general_chat,
kindly turn off sound real quick!,mute,
could you start Canva please,open_app,Canva
please get rid of the file Dockerfile.html...,delete_file,Dockerfile.html
pls increase brightness real quick,brightness_up,
"um, volume down please!!",volume_down,
plz execute command python main.py.,run_command,python main.py
hey dim the screen lol,brightness_down,
plz search for weather bengaluru thanks.,search_web,weather bengaluru
can you play the next track real quick,next_song,
"um, lock now so I can browse.",lock_pc,
plz get rid of the images folder please for the dbms lab,delete_folder,Images
quickly increase volume if possible,volume_up,
"um, mute now.",mute,
could you remove folder Downloads??,delete_folder,Downloads
open teams please??,open_app,Teams
rename script.docx to newname right now.,rename_file,script.docx
hey capture the screen now,take_screenshot,
can you find todo_list.docx for me ty,search_file,todo_list.docx
kindly copy package.docx real quick!!,copy_file,package.docx
"so, open the site gmail.com lol",open_url,gmail.com
would you delete project_proposal.html,delete_file,project_proposal.html
kindly go to stackoverflow.com,open_url,stackoverflow.com
would you unpause it if possible,resume_music,
hey new folder games if possible,create_folder,Games
plz hello right now...,general_chat,
"ok, duplicate summary.css lol I need it urgently",copy_file,summary.css
hey end Steam thanks??,close_app,Steam
would you rename folder games asap,rename_folder,Games
plz bring up After Effects real quick.,open_app,After Effects
could you open the site gmail.com.,open_url,gmail.com
could you spin up premiere pro when you can so i can browse,open_app,Premiere Pro
"so, ...... please before the meeting.",unknown,
"ok, make it louder when you can.",volume_up,
pls open the site github.com right now so i can browse,open_url,github.com
"aCTUAllY, EMPTY The REcycLe bin pLEasE",empty_recycle_bin,
"ok, shut OneNote off for me so I can browse",close_app,OneNote
"UM, PUT THE PC TO SLEEP LOL!!",sleep_pc,
PLS PREVIOUS SONG FOR ME,previous_song,
KINDLY FIND RESUME_FINAL.TXT FOLLOWED BY OPEN IT PLEASE,multi_intent,resume_final.txt
pls execute command docker compose up,run_command,docker compose up
"so, duplicate draft.html thanks",copy_file,draft.html
"ok, remove folder AI!",delete_folder,AI
locate summary.py for me!,search_file,summary.py
"um, start playing music",play_music,
"um, find draft.json if possible",search_file,draft.json
plz rename folder College now,rename_folder,College
bro visit google.com,open_url,google.com
could you rename the Pictures folder when you can,rename_folder,Pictures
pls rename the OS folder thanks.,rename_folder,OS
please lower the volume lol,volume_down,
COULD YOU LOCK IT,lock_pc,
would you delete folder screenshots real quick.,delete_folder,Screenshots
"UM, VOLUME UP TY!",volume_up,
could you take me to leetcode.com when you can so I can browse,open_url,leetcode.com
can you make a folder called college ty,create_folder,College
yo open MarketShield.,open_project,MarketShield
"so, go to sleep please??",sleep_pc,
"so, make a copy of requirements.txt",copy_file,requirements.txt
"um, remove folder desktop for me",delete_folder,Desktop
"uh, google cheap flights to goa real quick it's lagging!!",search_web,cheap flights to goa
can you look up how to center a div for me,search_web,how to center a div
bro i'm proud of how recipe app turned out thanks!,general_chat,
yo look up best laptops 2026!,search_web,best laptops 2026
quickly create directory os real quick.,create_folder,OS
"ok, get rid of the work folder real quick so i can browse",delete_folder,Work
Yo SToP TaSk mANAGER RIGht now,close_app,Task Manager
plz get rid of the file notes.py now!!,delete_file,notes.py
"uh, take me to settings real quick",open_settings,
please start command npm start??,run_command,npm start
hey duplicate script asap,copy_file,script
"okay, rename the file shopping_list.md ty",rename_file,shopping_list.md
plz trash the Hackathon folder real quick.,delete_folder,Hackathon
would you increase brightness,brightness_up,
can you move syllabus.docx if possible.,move_file,syllabus.docx
bro play music thanks because I need Gmail,play_music,
delete folder Photos if possible,delete_folder,Photos
"so, capture the screen asap!",take_screenshot,
KINDLY BRIGHTNESS DOWN,brightness_down,
could you do we have a file called invoice.js when you can,search_file,invoice.js
can you search the web for best laptops 2026 please??,search_web,best laptops 2026
pls find todo.html before open it when you can,multi_intent,todo.html
please make a copy of script lol??,copy_file,script
"um, find resume_final.pdf then open it right now",multi_intent,resume_final.pdf
yo locate todo ty,search_file,todo
"actually, lock my pc thanks",lock_pc,
bro run git fetch when you can.,run_command,git fetch
"so, sign out asap",logout,
"ok, run code . real quick",run_command,code .
can you brightness up before the meeting.,brightness_up,
SEARCH FOR WEATHER BENGALURU REAL QUICK BEFORE THE MEETING,search_web,weather bengaluru
bro make it louder now,volume_up,
can you move dockerfile.pdf asap,move_file,Dockerfile.pdf
"actually, mute.",mute,
pls rename the file assignment2.html right now,rename_file,assignment2.html
CLOSE DOWN POWERSHELL ASAP.,close_app,PowerShell
"ok, remove todo.js I need it urgently.",delete_file,todo.js
kindly look up next.js tutorial!,search_web,next.js tutorial
kindly move script.pdf to another folder if possible!!,move_file,script.pdf
"actually, close Origin if possible.",close_app,Origin
"actually, look up how to center a div ty??",search_web,how to center a div
please quit Windows Media Player,close_app,Windows Media Player
yo make folder semester4 asap,create_folder,Semester4
pls volume down lol,volume_down,
"so, banana potato real quick.",unknown,
yo open file todo_list.py right now,search_file,todo_list.py
pls open the site leetcode.com real quick!!,open_url,leetcode.com
stop Sublime Text for me,close_app,Sublime Text
kindly run Canva!!,open_app,Canva
would you turn off sound,mute,
pls shutdown now,shutdown_pc,
"ok, take a screenshot if possible",take_screenshot,
please what did i copy earlier for me for today's assignment.,clipboard_history,
bro switch to my NeoScore project please,open_project,NeoScore
"actually, brightness up if possible",brightness_up,
bro delete invoice.pdf please!!,delete_file,invoice.pdf
"um, play the next track now!!",next_song,
"uh, take me to settings ty",open_settings,
plz trash the notes folder real quick,delete_folder,Notes
bro execute command docker compose up ty!,run_command,docker compose up
"so, open leetcode.com please",open_url,leetcode.com
"uh, terminate Android Studio",close_app,Android Studio
please copy syllabus.json.,copy_file,syllabus.json
"uh, volume up.",volume_up,
yo delete folder Photos!,delete_folder,Photos
plz create directory downloads when you can because i need gmail.,create_folder,Downloads
kindly python project isn't opening for some reason if possible,general_chat,
please go to sleep for me??,sleep_pc,
would you get rid of Canva real quick.,close_app,Canva
KINDlY RuN giT MERge noW.,run_command,git merge
"actually, I need a new folder called OS please",create_folder,OS
could you search for next.js tutorial!,search_web,next.js tutorial
hey clear trash thanks I need it urgently.,empty_recycle_bin,
"OKAY, CLEAR TRASH NOW!",empty_recycle_bin,
"OK, THANK YOU REAL QUICK",general_chat,
"so, dim the screen for me",brightness_down,
"okay, WhatsApp is amazing ty",general_chat,
please logout now real quick,logout,
yo remove folder Desktop for me,delete_folder,Desktop
"UM, MAKE A COPY OF TODO IF POSSIBLE.",copy_file,todo
"actually, make the screen brighter.",brightness_up,
plz what did i copy earlier right now so i can browse,clipboard_history,
kindly rename folder work please!,rename_folder,Work
pls delete folder Games.,delete_folder,Games
could you launch project E-commerce Site lol,open_project,E-commerce Site
please search for weather bengaluru when you can,search_web,weather bengaluru
"ok, capture the screen right now",take_screenshot,
"uh, open settings ty",open_settings,
can you launch project ml project for me,open_project,ML Project
"ok, increase brightness",brightness_up,
would you move notes_final.docx to another folder ty,move_file,notes_final.docx
"actually, start playing music thanks for the dbms lab",play_music,
"um, delete folder Hackathon now.",delete_folder,Hackathon
yo start command cargo build.,run_command,cargo build
bro reboot now for me,restart_pc,
cOulD YOu lOcaTe REadme.md aSAp!,search_file,README.md
plz boot Discord right now.,open_app,Discord
"actually, sign out ty for the DBMS lab!",logout,
quickly start playing music.,play_music,
hey todo app uses too much ram when you can.,general_chat,
can you run conda activate lol!!,run_command,conda activate
"uh, remove final_report thanks??",delete_file,final_report
"ok, capture the screen right now.",take_screenshot,
plz take me to linkedin.com real quick,open_url,linkedin.com
"ok, open my hackarena project if possible.",open_project,HackArena
"actually, duplicate LICENSE.txt when you can",copy_file,LICENSE.txt
"OK, TURN OFF SOUND WHEN YOU CAN",mute,
"uh, open clipboard manager when you can!",clipboard_history,
"actually, make the screen brighter lol i forgot where it is",brightness_up,
ML Project is confusing right now...,general_chat,
bro copy invoice.js right now??,copy_file,invoice.js
"uh, Semester4 Project is amazing for me",general_chat,
pls remove invoice.txt,delete_file,invoice.txt
"actually, delete folder IEEE",delete_folder,IEEE
yo open project IEEE Paper followed by run docker compose up when you can!,multi_intent,IEEE Paper;docker compose up
hey make a folder called IEEE please!,create_folder,IEEE
pause the song,pause_music,
plz look for app.pdf now,search_file,app.pdf
"uh, open Firefox then open OneNote right now",multi_intent,Firefox;OneNote
"uM, vOlumE Up WheN You cAN.",volume_up,
would you find file invoice_2026.md,search_file,invoice_2026.md
can you move lab_manual!,move_file,lab_manual
pls move dbms_notes.html to desktop real quick...,move_file,dbms_notes.html
"uh, make a copy of index.css",copy_file,index.css
increase brightness please I need it urgently??,brightness_up,
pls open File Explorer then open Google Sheets if possible,multi_intent,File Explorer;Google Sheets
yo open clipboard manager for me,clipboard_history,
plz duplicate notes.json please,copy_file,notes.json
"ok, increase brightness real quick",brightness_up,
"ok, take a screenshot when you can i forgot where it is",take_screenshot,
hey duplicate config.py now,copy_file,config.py
"okay, rename the Music folder please",rename_folder,Music
can you run cargo run when you can,run_command,cargo run
"actually, screenshot this lol",take_screenshot,
"okay, rename requirements.txt to newname please!!",rename_file,requirements.txt
"um, make folder Videos!",create_folder,Videos
plz delete folder Portfolio asap!,delete_folder,Portfolio
